Total Trades,Total Sum,Winrate,Max Negative Trades,Negative Trades,Negative Sum,Positive Trades,Positive Sum,MACD
10219,"-43,62000000000069","35,79",20,0,"-583,6799999999818",3657,"540,06","5,10,5"
8209,"-35,440000000000104","34,83",27,0,"-513,6999999999917",2859,"478,26","5,10,10"
7216,"-25,77999999999986","34,48",25,0,"-474,53999999999337",2488,"448,75999999999766","5,10,15"
6898,"-32,65000000000003","33,37",21,0,"-466,80999999999364",2302,"434,1599999999978","5,10,20"
6628,"-43,20000000000012","32,69",16,0,"-458,06999999999306",2167,"414,86999999999773","5,10,25"
6450,"-39,53000000000012","32,23",23,0,"-451,57999999999294",2079,"412,0499999999982","5,10,30"
6317,"-49,500000000000234","31,74",23,0,"-450,23999999999285",2005,"400,7399999999982","5,10,35"
6196,"-48,16000000000013","31,63",23,0,"-442,4199999999941",1960,"394,25999999999794","5,10,40"
9355,"-38,030000000000584","35,11",20,0,"-547,3199999999865",3285,"509,2899999999961","5,15,5"
7234,"-26,639999999999855","34,43",25,0,"-475,56999999999323",2491,"448,9299999999976","5,15,10"
6564,"-41,820000000000064","33,42",16,0,"-458,32999999999356",2194,"416,5099999999983","5,15,15"
6140,"-46,390000000000015","32,23",23,0,"-448,39999999999327",1979,"402,0099999999986","5,15,20"
5806,"-47,50000000000005","31,95",20,0,"-432,81999999999556",1855,"385,3199999999985","5,15,25"
5586,"-44,18000000000018","31,54",22,0,"-421,0299999999956",1762,"376,8499999999982","5,15,30"
5452,"-40,07","31,46",19,0,"-412,02999999999673",1715,"371,95999999999844","5,15,35"
5302,"-39,90000000000012","31,33",18,0,"-406,88999999999703",1661,"366,98999999999836","5,15,40"
8935,"-27,87999999999985","34,33",20,0,"-526,7399999999889",3067,"498,8599999999965","5,20,5"
6912,"-33,11000000000007","33,38",21,0,"-467,3599999999936",2307,"434,2499999999978","5,20,10"
6144,"-46,510000000000026","32,23",23,0,"-448,74999999999324",1980,"402,23999999999864","5,20,15"
5652,"-46,88000000000012","31,94",20,0,"-425,7899999999966",1805,"378,9099999999981","5,20,20"
5284,"-37,84000000000003","31,49",19,0,"-407,72999999999746",1664,"369,8899999999986","5,20,25"
5120,"-36,64","31,41",18,0,"-398,66999999999723",1608,"362,0299999999984","5,20,30"
4890,"-30,989999999999895","31,1",20,0,"-387,04999999999706",1521,"356,06","5,20,35"
4730,"-22,939999999999937","30,97",25,0,"-375,3899999999971",1465,"352,4499999999985","5,20,40"
8649,"-40,850000000000236","33,69",27,0,"-519,2199999999901",2914,"478,37","5,25,5"
6652,"-39,10000000000001","32,7",16,0,"-457,1299999999931",2175,"418,02999999999776","5,25,10"
5810,"-47,32000000000004","31,98",20,0,"-432,76999999999555",1858,"385,4499999999985","5,25,15"
5284,"-37,84000000000003","31,49",19,0,"-407,72999999999746",1664,"369,8899999999986","5,25,20"
4956,"-31,439999999999795","31,5",20,0,"-390,6199999999972",1561,"359,17999999999836","5,25,25"
4688,"-31,339999999999883","31,16",20,0,"-380,3399999999969",1461,"348,99999999999864","5,25,30"
4556,"-24,739999999999913","30,53",23,0,"-370,4299999999965",1391,"345,6899999999989","5,25,35"
4444,"-32,40999999999988",30,23,0,"-369,1299999999976",1333,"336,71999999999935","5,25,40"
8455,"-40,96000000000019","33,42",25,0,"-509,38999999999055",2826,"468,4299999999959","5,30,5"
6478,"-39,94","32,19",23,0,"-452,4699999999929",2085,"412,5299999999982","5,30,10"
5592,"-44,490000000000165","31,51",22,0,"-421,31999999999556",1762,"376,8299999999982","5,30,15"
5122,"-36,72","31,39",18,0,"-398,71999999999724",1608,"361,99999999999835","5,30,20"
4690,"-30,42999999999988","31,17",20,0,"-379,8799999999969",1462,"349,4499999999986","5,30,25"
4510,"-28,89999999999989","30,44",23,0,"-370,9599999999971",1373,"342,0599999999992","5,30,30"
4320,"-29,509999999999877","29,81",23,0,"-362,3799999999976",1288,"332,86999999999904","5,30,35"
4178,"-34,73999999999986","29,37",17,0,"-359,6799999999975",1227,"324,9399999999993","5,30,40"
8269,"-35,690000000000225","33,32",27,0,"-498,26999999999066",2755,"462,5799999999965","5,35,5"
6345,"-50,35000000000022","31,65",23,0,"-451,3699999999928",2008,"401,0199999999982","5,35,10"
5462,"-39,85000000000017","31,47",19,0,"-411,9799999999967",1719,"372,1299999999984","5,35,15"
4896,"-32,71999999999988","31,09",20,0,"-388,57999999999697",1522,"355,86","5,35,20"
4560,"-24,72999999999992","30,55",23,0,"-370,5599999999964",1393,"345,8299999999989","5,35,25"
4318,"-29,419999999999874","29,83",23,0,"-362,26999999999754",1288,"332,84999999999906","5,35,30"
4146,"-31,98999999999989","29,43",17,0,"-356,2899999999973",1220,"324,2999999999993","5,35,35"
3966,"-27,299999999999905","29,32",19,0,"-347,1499999999985",1163,"319,8499999999996","5,35,40"
8161,"-30,540000000000003","33,34",27,0,"-490,0499999999912",2721,"459,50999999999635","5,40,5"
6228,"-49,50000000000015","31,58",23,0,"-444,6299999999942",1967,"395,13","5,40,10"
5312,"-39,680000000000064","31,33",18,0,"-407,14999999999696",1664,"367,4699999999984","5,40,15"
4722,"-24,509999999999938",31,25,0,"-375,9199999999971",1464,"351,4099999999986","5,40,20"
4460,"-32,88999999999989","29,96",23,0,"-369,77999999999753",1336,"336,88999999999925","5,40,25"
4186,"-31,33999999999989","29,43",17,0,"-358,54999999999757",1232,"327,2099999999994","5,40,30"
3972,"-28,08","29,28",19,0,"-347,7599999999984",1163,"319,6799999999996","5,40,35"
3807,"-13,429999999999957","29,39",20,0,"-332,8499999999993",1119,"319,41999999999996","5,40,40"
8111,"-29,029999999999948","32,78",27,0,"-486,0199999999908",2659,"456,9899999999965","5,45,5"
6096,"-47,630000000000166","31,5",23,0,"-436,80999999999455",1920,"389,1799999999983","5,45,10"
5212,"-38,650000000000034","30,85",22,0,"-400,82999999999646",1608,"362,1799999999983","5,45,15"
4644,"-23,02","30,64",23,0,"-373,2999999999967",1423,"350,27999999999867","5,45,20"
4320,"-33,17999999999992","29,54",17,0,"-365,3999999999972",1276,"332,21999999999963","5,45,25"
4042,"-30,079999999999856","29,47",18,0,"-352,20999999999833",1191,"322,1299999999994","5,45,30"
3833,"-25,529999999999912","29,32",20,0,"-339,9799999999989",1124,"314,4499999999998","5,45,35"
3687,"-15,779999999999973","29,02",22,0,"-329,3899999999994",1070,"313,60999999999945","5,45,40"
8009,"-20,469999999999885","32,63",16,0,"-478,10999999999103",2613,"457,63999999999635","5,50,5"
6050,"-49,80000000000013","31,17",24,0,"-434,9299999999943",1886,"385,12999999999806","5,50,10"
5124,"-31,749999999999876","30,68",20,0,"-393,17999999999665",1572,"361,42999999999836","5,50,15"
4600,"-30,92999999999994","29,85",23,0,"-375,2699999999974",1373,"344,3399999999997","5,50,20"
4228,"-37,16999999999993","29,33",23,0,"-363,3999999999967",1240,"326,22999999999934","5,50,25"
3945,"-22,42999999999992","29,33",20,0,"-343,45999999999856",1157,"321,02999999999975","5,50,30"
3771,"-17,33999999999992","28,67",22,0,"-332,9799999999991",1081,"315,6399999999999","5,50,35"
3609,"-13,459999999999972","28,6",22,0,"-320,51999999999913",1032,"307,0599999999991","5,50,40"
7967,"-19,179999999999918","32,6",18,0,"-475,2899999999909",2597,"456,10999999999603","5,55,5"
5992,"-52,450000000000294","30,54",26,0,"-434,3899999999952",1830,"381,93999999999835","5,55,10"
5098,"-35,879999999999974","30,36",20,0,"-394,0799999999966",1548,"358,1999999999985","5,55,15"
4500,"-31,669999999999902","29,76",21,0,"-370,90999999999747",1339,"339,23999999999944","5,55,20"
4124,"-30,669999999999845","29,68",18,0,"-356,08999999999827",1224,"325,41999999999956","5,55,25"
3869,"-20,469999999999917","28,74",22,0,"-339,9599999999991",1112,"319,49000000000007","5,55,30"
3681,"-17,649999999999928","28,61",22,0,"-327,3099999999991",1053,"309,6599999999992","5,55,35"
3455,"-6,089999999999985","28,71",20,0,"-311,1999999999996",992,"305,1099999999997","5,55,40"
7939,"-23,64999999999998","32,31",27,0,"-475,6099999999916",2565,"451,95999999999685","5,60,5"
6014,"-47,79000000000024","30,2",26,0,"-432,52999999999554",1816,"384,73999999999813","5,60,10"
5028,"-35,78999999999994","30,05",20,0,"-392,5099999999966",1511,"356,71999999999895","5,60,15"
4484,"-35,57","29,08",22,0,"-371,28999999999684",1304,"335,71999999999974","5,60,20"
4055,"-31,859999999999918","29,35",20,0,"-352,71",1190,"320,84999999999934","5,60,25"
3815,"-15,869999999999939","28,86",21,0,"-332,07",1101,"316,19999999999993","5,60,30"
3605,"-11,489999999999965","28,43",22,0,"-319,3599999999992",1025,"307,86999999999955","5,60,35"
3391,"-11,12999999999997","28,4",18,0,"-310,7199999999996",963,"299,59000000000003","5,60,40"
6992,"-25,719999999999846","34,75",23,0,"-468,0999999999939",2430,"442,3799999999979","10,15,5"
5548,"-40,13000000000002","33,76",19,0,"-432,47999999999536",1873,"392,34999999999786","10,15,10"
4982,"-40,360000000000035","33,4",18,0,"-411,1899999999969",1664,"370,8299999999981","10,15,15"
